_pf_date,_pf_meeting_id,_pf_venue,_pf_state,_pf_surface,race_id,race_number,race_name,race_distance,race_class,race_prize,race_start_time,runner_id,horse,tab_no,barrier,weight,weight_total,handicap,age,sex,country,trainer_id,trainer,trainer_loc,jockey_id,jockey,jockey_claim,jockey_apprentice,price_sp,last10,win_pct,place_pct,career_starts,career_wins,prize_money_total,emergency,gear_changes,prep_runs,form_id,track_rec_starts,track_rec_firsts,track_rec_seconds,track_rec_thirds,dist_rec_starts,dist_rec_firsts,dist_rec_seconds,dist_rec_thirds,trackdist_rec_starts,trackdist_rec_firsts,trackdist_rec_seconds,trackdist_rec_thirds,good_rec_starts,good_rec_firsts,good_rec_seconds,good_rec_thirds,soft_rec_starts,soft_rec_firsts,soft_rec_seconds,soft_rec_thirds,heavy_rec_starts,heavy_rec_firsts,heavy_rec_seconds,heavy_rec_thirds,first_up_starts,first_up_firsts,first_up_seconds,first_up_thirds,second_up_starts,second_up_firsts,second_up_seconds,second_up_thirds,trainerA2E_Career_a2e,trainerA2E_Career_pot,trainerA2E_Career_sr,trainerA2E_Career_wins,trainerA2E_Career_runners,jockeyA2E_Career_a2e,jockeyA2E_Career_pot,jockeyA2E_Career_sr,jockeyA2E_Career_wins,jockeyA2E_Career_runners,trainerJockeyA2E_Career_a2e,trainerJockeyA2E_Career_pot,trainerJockeyA2E_Career_sr,trainerJockeyA2E_Career_wins,trainerJockeyA2E_Career_runners,trainerA2E_Last100_a2e,trainerA2E_Last100_pot,trainerA2E_Last100_sr,trainerA2E_Last100_wins,trainerA2E_Last100_runners,jockeyA2E_Last100_a2e,jockeyA2E_Last100_pot,jockeyA2E_Last100_sr,jockeyA2E_Last100_wins,jockeyA2E_Last100_runners,trainerJockeyA2E_Last100_a2e,trainerJockeyA2E_Last100_pot,trainerJockeyA2E_Last100_sr,trainerJockeyA2E_Last100_wins,trainerJockeyA2E_Last100_runners
2026-04-16,238801,Wyong,NSW,,1336869,2,Tall Timbers Pony Club Midway Mdn Plate,1200,Maiden;,45000,4/16/2026 1:20:00 PM,1132757,Golden Princess,10,7,56.5,56.5,,3,Filly,AUS,17086,M S Minervini,Newcastle,15335,Lee Magorrian,0,False,9,,0,0,1,0,1600,False,Ear muffs (pre-race only) first time. ,0,9758319,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9857026104770978,-11.670591175948493,10.38961038961,136,1309,1.0007175557608639,-11.230770093645079,10.172594142259,389,3824,1.1689855389639119,-16.419464139668992,13.333333333333,4,30,0.9640918629376541,-19.68365706358201,9,9,100,0.8910849168800707,-15.796028014286165,9,9,100,1.1689855389639119,-16.419464139668992,13.333333333333,4,30
2026-04-16,238801,Wyong,NSW,,1336869,2,Tall Timbers Pony Club Midway Mdn Plate,1200,Maiden;,45000,4/16/2026 1:20:00 PM,1127994,Gong Girl,11,5,56.5,56.5,0,3,Filly,AUS,24761,David Pfieffer,Warwick Farm,16298,Tyler Schiller,0,False,13,446x                ,20,40,5,1,29550,False,Blinkers first time. ,0,9758320,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,1.0576756220834445,-6.427077594774061,13.367306938455,341,2551,1.0100917595267158,-10.684132378383541,12.085561497326,565,4675,1.1236785279410937,27.16590799811185,9.090909090909,1,11,1.0520063525769503,-3.736035326307749,19,19,100,1.30132901998309,12.72070039272917,14,14,100,1.1236785279410937,27.16590799811185,9.090909090909,1,11
2026-04-16,238801,Wyong,NSW,,1336869,2,Tall Timbers Pony Club Midway Mdn Plate,1200,Maiden;,45000,4/16/2026 1:20:00 PM,1124262,Time To Dance,4,4,58.5,58.5,,3,Gelding,NZ,26288,Bryce Heys,Warwick Farm,16537,Zac Lloyd,0,False,3.2,,0,50,2,0,13500,False,Ear muffs (pre-race only) first time. Lugging bit first time. ,0,9758313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1.0884147916668008,2.179547364686096,12.075471698113,96,795,1.0407275178498863,-7.32579985434383,16.088034717916,519,3226,1.8095623984798233,57.01552213950351,29.545454545454,13,44,1.1162411592461077,4.877202456220636,13,13,100,1.2244547251048035,11.516396331805836,20,20,100,1.8095623984798233,57.01552213950351,29.545454545454,13,44
2026-04-16,238801,Wyong,NSW,,1336874,7,MATES In Construction Provincial (Bm68),1000,Benchmark 68;,45000,4/16/2026 4:25:00 PM,1129173,Harry The Thief,2,8,58.5,58.5,64,3,Gelding,AUS,29083,Mitchell Beer & George Carpenter,Kembla Grange,9670,Grant Buckley,0,False,9.5,1x1                 ,50,75,4,2,51225,False,,0,9758362,1,1,0,0,2,2,0,0,1,1,0,0,3,1,0,1,1,1,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0.9439294077811082,-15.295354643537166,13.617021276595,32,235,0.9207885103117439,-16.073372068857385,8.990677662244,1003,11156,1.0248569551758668,-12.511361783836074,15,9,60,0.7911427803577689,-30.992232056878958,12,12,100,0.49628234544443883,-48.48382623478844,5,5,100,1.0248569551758668,-12.511361783836074,15,9,60
2026-04-16,238801,Wyong,NSW,,1336874,7,MATES In Construction Provincial (Bm68),1000,Benchmark 68;,45000,4/16/2026 4:25:00 PM,943194,Movin' Denman,10,6,55,55,54,7,Gelding,AUS,17281,R E Ollerton,Newcastle,10800,Christian Reith,0,False,101,22221316x06         ,14.29,42.86,42,6,160210,False,,0,9758370,0,0,0,0,15,2,5,2,0,0,0,0,24,4,4,3,16,2,3,1,2,0,1,0,6,1,1,0,6,0,1,0,1.0396039858008546,-6.8109360368487675,7.4200913242,65,876,0.9220361268648486,-15.738791683392911,11.472311472311,607,5291,1.118938955005978,0.18498087897855978,11.340206185567,11,97,1.0149650280554605,-10.226698467826152,6,6,100,1.0671101584570646,-10.98117992692334,11,11,100,1.118938955005978,0.18498087897855978,11.340206185567,11,97
2026-04-16,238801,Wyong,NSW,,1336874,7,MATES In Construction Provincial (Bm68),1000,Benchmark 68;,45000,4/16/2026 4:25:00 PM,1114690,Bondasong,6,1,56.5,56.5,59,4,Gelding,AUS,11724,Ms K Waugh,Wyong,12491,Jay Ford,0,False,4.8,1644                ,14.29,28.57,7,1,38200,False,Bubble cheeker (off side) first time. ,0,9758366,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1.0367510048841804,-6.018845382980765,14.314858891533,421,2941,0.9732450050263698,-10.19034781113686,9.231707317073,757,8200,0.9164110914217911,-11.891699272841713,9.729729729729,36,370,0.7742392881604648,-27.1551975184406,9,9,100,0.4356903494934005,-62.07137299764272,4,4,100,0.7189905304305324,-32.231313015416966,7,7,100
2026-04-16,238801,Wyong,NSW,,1336874,7,MATES In Construction Provincial (Bm68),1000,Benchmark 68;,45000,4/16/2026 4:25:00 PM,1110398,Singing Star,8,3,55.5,55,59,4,Mare,AUS,25136,D Lane,Wyong,14123,Jason Collett,0,False,4.2,331339x5252         ,13.04,56.52,23,3,102625,False,,0,9758368,0,0,0,0,11,2,1,3,0,0,0,0,13,1,1,4,8,2,1,2,2,0,1,1,4,1,0,0,4,0,2,2,0.9217843623245418,-16.14121374649864,8.842579555054,314,3551,1.0340542030317146,-6.855609618597597,13.335610978248,1171,8781,1.3245941031769657,20.465520637646883,14.772727272727,13,88,1.0869761152194333,-4.347458342791922,10,10,100,0.7055029203748308,-37.095919768935964,9,9,100,1.3245941031769657,20.465520637646883,14.772727272727,13,88
2026-04-16,238801,Wyong,NSW,,1336874,7,MATES In Construction Provincial (Bm68),1000,Benchmark 68;,45000,4/16/2026 4:25:00 PM,1110908,Stratafy,5,7,57,57,64,4,Mare,AUS,4258,N R Ward,Gosford,14984,Winona Costin,0,False,2.3,327145x3522         ,21.05,57.89,19,4,169600,False,,0,9758365,4,1,0,1,4,0,1,2,2,0,0,1,13,3,3,1,4,1,1,1,2,0,0,1,4,1,0,2,4,0,1,1,1.2110283826082766,6.4002243519211195,8.148148148148,11,135,1.0067192486402772,-8.614396623021735,9.343185550082,569,6090,0,-100,0,0,2,1.4549731905793273,29.03027283162518,10,10,100,1.5988062121928153,5.1581769058440905,11,11,100,0,-100,0,0,2
2026-04-16,238801,Wyong,NSW,,1336874,7,MATES In Construction Provincial (Bm68),1000,Benchmark 68;,45000,4/16/2026 4:25:00 PM,994592,Executive Decision,13,2,55,55,49,4,Gelding,AUS,26469,Mark Cross,Wyong,16178,Reece Jones,0,False,101,4689996870          ,11.11,14.81,27,3,91450,False,,0,9758373,6,1,0,0,7,0,1,0,2,0,0,0,13,1,0,0,7,0,1,0,7,2,0,0,2,0,0,0,1,1,0,0,1.1134010133611492,-1.3675954523772351,6.546275395033,29,443,0.9800316438790574,-11.308914249453498,9.665112335735,456,4718,0,-100.00000000000001,0,0,2,1.443529024655507,27.071300936198256,5,5,100,0.8678765052516864,-34.6948154036484,8,8,100,0,-100.00000000000001,0,0,2
2026-04-16,238801,Wyong,NSW,,1336874,7,MATES In Construction Provincial (Bm68),1000,Benchmark 68;,45000,4/16/2026 4:25:00 PM,986024,Take The Jackpot,11,4,54,55,52,7,Gelding,AUS,9523,B G Lawrence,Newcastle,17369,Shannen Llewellyn,3,True,26,66889x15652x        ,11.11,33.33,27,3,85975,False,,0,9758371,6,1,0,0,3,1,1,0,1,0,0,0,15,1,1,4,10,1,1,0,2,1,0,0,6,1,1,0,6,1,0,2,0.8535295755834306,-18.893099226868756,6.278026905829,14,223,1.15301088921167,4.576754938175155,12.573099415204,129,1026,0,-100,0,0,10,0.811806920474973,-16.76419885580924,6,6,100,1.925454861544285,63.27914774205408,17,17,100,0,-100,0,0,10
2026-04-16,238801,Wyong,NSW,,1336874,7,MATES In Construction Provincial (Bm68),1000,Benchmark 68;,45000,4/16/2026 4:25:00 PM,985334,Spartus,3,5,55.5,57.5,61,4,Gelding,AUS,28384,Fabio Martino,Hawkesbury,17435,Siena Grima,2,True,6.5,615x9143767         ,20,40,15,3,77360,False,,0,9758363,0,0,0,0,3,0,0,1,0,0,0,0,10,1,2,1,5,2,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0.897906739109376,-16.85968228130999,7,14,200,1.0111283385686074,-9.51956142696031,9.513590844062,133,1398,0,0,0,0,0,0.8057367524452936,-31.04268225527955,6,6,100,0.725907551025723,-38.429517819246,7,7,100,0,0,0,0,0
2026-04-16,238801,Wyong,NSW,,1336875,8,Eagles Plumbing (Bm64),2100,Benchmark 64;,42000,4/16/2026 5:05:00 PM,984603,Magicon,5,8,58.5,58.5,59,5,Gelding,AUS,8470,T J Bartley,Wyong,9670,Grant Buckley,0,False,11,7079905417          ,16.67,33.33,30,5,197125,False,,0,9758378,5,2,0,0,0,0,0,0,0,0,0,0,15,3,0,0,7,0,2,0,8,2,2,1,3,0,0,0,3,1,0,0,1.0110948982276207,-8.704300076846842,10.721649484536,208,1940,0.9207885103117439,-16.073372068857385,8.990677662244,1003,11156,0,0,0,0,0,0.9607518878579026,-17.26845312246125,11,11,100,0.49628234544443883,-48.48382623478844,5,5,100,0,0,0,0,0
2026-04-16,238801,Wyong,NSW,,1336875,8,Eagles Plumbing (Bm64),2100,Benchmark 64;,42000,4/16/2026 5:05:00 PM,997005,Rita's Pearl,10,2,55.5,55.5,57,4,Mare,AUS,28225,P & M Cave,Warwick Farm,12122,Andrew Calder,0,False,8.5,95741x72422         ,7.69,30.77,13,1,51410,False,,0,9758383,2,0,2,0,5,1,3,0,2,0,2,0,8,1,2,0,2,0,1,0,2,0,0,0,2,0,0,0,2,0,1,0,1.3647536779607599,20.457748679265663,10.693641618497,37,346,0.9399347636767915,-18.570444369468493,8.374142997061,171,2042,1.3833592954607687,18.956951411462843,11.702127659574,11,94,1.4608522406785152,27.527708409216075,14,14,100,0.721439979359896,-31.46905004799599,7,7,100,1.3833592954607687,18.956951411462843,11.702127659574,11,94
2026-04-16,238801,Wyong,NSW,,1336875,8,Eagles Plumbing (Bm64),2100,Benchmark 64;,42000,4/16/2026 5:05:00 PM,1123836,Luna Bay,8,9,56,56,61,3,Filly,NZ,28385,Richard & Will Freedman,Rosehill,14123,Jason Collett,0,False,5.5,2120x830            ,11.11,66.67,9,1,53700,False,,0,9758381,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,3,0,0,1,0,0,0,0,2,0,1,0,2,1,0,1,0.97807150686792,-11.952745881158789,14.074074074074,190,1350,1.0340542030317146,-6.855609618597597,13.335610978248,1171,8781,0.970224323108269,-6.320601985945099,17.333333333333,13,75,0.7359861286198668,-36.99325388970927,9,9,100,0.7055029203748308,-37.095919768935964,9,9,100,0.970224323108269,-6.320601985945099,17.333333333333,13,75
2026-04-16,238801,Wyong,NSW,,1336875,8,Eagles Plumbing (Bm64),2100,Benchmark 64;,42000,4/16/2026 5:05:00 PM,958264,California Grass,7,1,58,58,62,6,Mare,AUS,25196,John Thompson,Randwick,14714,Alysha Collett,0,False,4.8,6x005477x802        ,11.76,29.41,34,4,252400,False,,0,9758380,2,2,0,0,3,2,0,0,2,2,0,0,18,1,2,1,13,3,1,1,3,0,1,0,5,0,0,0,5,0,1,0,1.064104968082056,-4.118628333736049,12.192490289167,565,4634,0.9673993584033801,-12.213044363576778,10.383275261324,745,7175,1.2486896894812394,21.645510610957956,11.2,14,125,0.9847495373414744,-8.546267419354225,10,10,100,0.8689708723054121,-18.20088556961349,9,9,100,1.1655823238548224,12.81445971617944,11,11,100
2026-04-16,238801,Wyong,NSW,,1336875,8,Eagles Plumbing (Bm64),2100,Benchmark 64;,42000,4/16/2026 5:05:00 PM,970912,Grandini,9,3,55.5,55.5,57,5,Mare,AUS,21816,R P Northam,Scone,16178,Reece Jones,0,False,8,12023x53412         ,16.67,62.5,24,4,133375,False,,0,9758382,0,0,0,0,1,0,1,0,0,0,0,0,15,2,4,3,7,2,2,1,2,0,1,0,4,0,2,0,4,1,2,1,1.0371607940389231,-6.048052145463488,13.946684005201,429,3076,0.9800316438790574,-11.308914249453498,9.665112335735,456,4718,1.1538451780496572,4.782361325487723,15.658914728682,101,645,1.3773763458985275,15.425118181070758,18,18,100,0.8678765052516864,-34.6948154036484,8,8,100,1.1313261043378817,-2.6262594261469996,17,17,100
2026-04-16,238801,Wyong,NSW,,1336875,8,Eagles Plumbing (Bm64),2100,Benchmark 64;,42000,4/16/2026 5:05:00 PM,992687,Dolce Dior,3,7,59,59,64,4,Mare,AUS,24693,Peter Snowden,Randwick,16493,Tom Sherry,0,False,5.5,67x451x13253        ,16.67,44.44,18,3,101475,False,,0,9758376,0,0,0,0,4,1,1,1,0,0,0,0,12,2,2,1,6,1,1,1,0,0,0,0,4,1,0,0,4,0,1,1,1.023957050382382,-6.348066964609864,16.213151927437,143,882,1.0655200054490033,-3.9120957924883837,13.133858267716,417,3175,1.2724040582019398,14.510495862906305,20,30,150,1.2520851908608037,9.065734334874067,23,23,100,1.2056961095948697,12.136303286167085,16,16,100,1.4053407918497585,22.083433284112893,25,25,100
2026-04-16,238801,Wyong,NSW,,1336875,8,Eagles Plumbing (Bm64),2100,Benchmark 64;,42000,4/16/2026 5:05:00 PM,949631,Youth Spirit,2,6,58,59.5,61,8,Gelding,IRE,22582,Stuart Phegan,Taree,17287,Mitch Stapleford,1.5,True,101,0x50780x0097        ,6.06,18.18,33,2,278242,False,Pacifiers first time. ,0,9758375,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,2,13,2,0,0,1,0,0,0,8,0,1,0,8,2,0,0,0,-100,0,0,14,1.0469785697732634,-4.7276728976208275,12.048192771084,120,996,0,-100,0,0,1,0,-100,0,0,14,1.0440362976772544,-9.736728218524592,9,9,100,0,-100,0,0,1
2026-04-16,238801,Wyong,NSW,,1336875,8,Eagles Plumbing (Bm64),2100,Benchmark 64;,42000,4/16/2026 5:05:00 PM,1111377,Monty Be Quick,6,4,55.5,58.5,59,6,Gelding,IRE,22791,Wayne Seelin,Wyong,17369,Shannen Llewellyn,3,True,13,6210031947          ,12.5,34.38,32,4,144523,False,,0,9758379,5,1,1,1,1,0,0,0,0,0,0,0,19,2,2,2,10,2,3,0,2,0,0,0,4,1,1,1,4,0,0,0,1.213920305968481,9.421282706086837,7.157676348547,69,964,1.15301088921167,4.576754938175155,12.573099415204,129,1026,0,0,0,0,0,1.8150855067185454,68.72559491174476,8,8,100,1.925454861544285,63.27914774205408,17,17,100,0,0,0,0,0
2026-04-16,238801,Wyong,NSW,,1336875,8,Eagles Plumbing (Bm64),2100,Benchmark 64;,42000,4/16/2026 5:05:00 PM,1110841,Humanity,1,5,58,60,62,6,Gelding,IRE,29051,Nacim Dilmi,Wyong,17435,Siena Grima,2,True,4.4,778833x7030         ,15.79,36.84,19,3,80394,False,,0,9758374,2,0,0,1,4,0,0,1,0,0,0,0,10,0,0,2,5,0,0,1,0,0,0,0,5,0,0,1,4,1,0,0,1.1910510933458043,8.117019783714808,17.7304964539,25,141,1.0111283385686074,-9.51956142696031,9.513590844062,133,1398,0,0,0,0,0,1.0990210959776203,3.14677748792423,18,18,100,0.725907551025723,-38.429517819246,7,7,100,0,0,0,0,0
2026-04-16,238801,Wyong,NSW,,1336873,6,Pumpers Wear Parts (Bm64),1200,Benchmark 64;,42000,4/16/2026 3:50:00 PM,1116968,Kiss Goodnight,3,8,59.5,59.5,62,3,Filly,AUS,771,C E Conners,Warwick Farm,9718,Nash Rawiller,0,False,2.8,565x21022           ,20,50,10,2,175775,False,,0,9758353,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,1,0,1,0,2,0,0,0,2,0,1,0,2,1,0,0,0.994624774565438,-9.150455394497829,8.60310421286,194,2255,1.0940164009522841,-1.508805767396885,15.00904159132,664,4424,0.43119665643557625,-56.00272700566039,6.25,2,32,0.8740009093555151,-19.58514879726903,9,9,100,0.7947004851161774,-25.90017487448209,11,11,100,0.43119665643557625,-56.00272700566039,6.25,2,32
2026-04-16,238801,Wyong,NSW,,1336873,6,Pumpers Wear Parts (Bm64),1200,Benchmark 64;,42000,4/16/2026 3:50:00 PM,1117271,Polo,6,1,58,58,59,3,Filly,AUS,15153,G Portelli,Warwick Farm,14123,Jason Collett,0,False,12,57x29641x           ,11.11,22.22,9,1,49975,False,,0,9758356,2,1,1,0,2,0,1,0,1,0,1,0,8,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0.9409108523839068,-13.382744788679307,10.807291666666,498,4608,1.0340542030317146,-6.855609618597597,13.335610978248,1171,8781,1.120464717433446,1.8552419443209982,12.121212121212,32,264,0.9794691260309436,-12.070117459538832,7,7,100,0.7055029203748308,-37.095919768935964,9,9,100,0.9779083705916625,-12.966516431370112,10,10,100
2026-04-16,238801,Wyong,NSW,,1336873,6,Pumpers Wear Parts (Bm64),1200,Benchmark 64;,42000,4/16/2026 3:50:00 PM,1109715,Miss Capitale,4,5,59.5,59.5,61,4,Mare,AUS,23134,Matthew Smith,Warwick Farm,14963,Ashley Morgan,0,False,4.4,12x182              ,28.57,71.43,7,2,56250,False,,0,9758354,0,0,0,0,2,1,1,0,0,0,0,0,5,1,2,0,2,1,1,0,0,0,0,0,2,2,0,0,2,0,1,0,0.9810920259588024,-11.140611776818885,12.045654082528,686,5695,1.0030169620946923,-8.850652351311716,12.764866712235,747,5852,0.9977956995208456,-9.698984251541772,14.522821576763,35,241,1.3612719176301034,22.62092629038806,17,17,100,0.9607632429405153,-7.572096338817762,20,20,100,1.2096140977814636,8.037265654157196,18,18,100
2026-04-16,238801,Wyong,NSW,,1336873,6,Pumpers Wear Parts (Bm64),1200,Benchmark 64;,42000,4/16/2026 3:50:00 PM,1123240,My Proclama,5,9,58.5,58.5,59,5,Mare,NZ,22477,Joseph Pride,Warwick Farm,15329,Andrew Adkins,0,False,8,3232x318            ,11.11,77.78,9,1,63450,False,,0,9758355,0,0,0,0,2,1,1,0,0,0,0,0,5,0,2,1,2,1,0,1,1,0,1,0,2,0,0,2,2,1,1,0,1.0593621229258365,-5.556956983047703,14.676889375684,804,5478,0.9185582792849895,-17.257901388228237,8.507406000759,448,5266,1.0043145994330946,-7.614178758014317,9.649122807017,11,114,0.8539743099210543,-17.822265327452044,11,11,100,0.6356595990898745,-46.071060575870646,6,6,100,0.9612540728880612,-7.999924769098792,9,9,100
2026-04-16,238801,Wyong,NSW,,1336873,6,Pumpers Wear Parts (Bm64),1200,Benchmark 64;,42000,4/16/2026 3:50:00 PM,991203,Pearls Treasure,9,2,54.5,56,54,5,Mare,AUS,4556,P M Perry,Newcastle,16744,William A Stanley,2,True,91,321x0091980         ,14.81,40.74,27,4,115825,False,,0,9758359,3,1,0,0,1,0,0,0,0,0,0,0,12,1,2,0,11,3,1,2,4,0,1,1,3,1,0,0,3,0,0,0,0.9550935504025857,-13.910157134878487,9.11330049261,740,8120,0.9865117129138682,-14.47571955826432,9.925725860904,147,1481,1.5814484467820775,34.24103428417973,9.302325581395,4,43,1.0836437698008055,-7.684700089546981,7,7,100,1.6307795121635533,41.89793367404291,16,16,100,1.5814484467820775,34.24103428417973,9.302325581395,4,43
2026-04-16,238801,Wyong,NSW,,1336873,6,Pumpers Wear Parts (Bm64),1200,Benchmark 64;,42000,4/16/2026 3:50:00 PM,977311,Queen Bess,10,4,54.5,56,54,5,Mare,AUS,5074,Ms K Gavenlock,Gosford,17270,Mollie Fitzgerald,1.5,True,21,8476x374849         ,10,15,20,2,82550,False,,0,9758360,9,0,0,0,11,2,0,0,6,0,0,0,12,1,0,1,7,1,0,0,1,0,0,0,5,1,0,1,4,1,0,0,1.063221093412805,-5.339833563471063,10.064935064935,93,924,1.0326969598842295,-7.34427371781141,12.549019607843,192,1530,1.937199140028244,76.21076019310382,20.833333333333,10,48,1.255034326946762,20.43102457541306,11,11,100,0.759572318063645,-27.431298298287953,9,9,100,1.937199140028244,76.21076019310382,20.833333333333,10,48
2026-04-16,238801,Wyong,NSW,,1336873,6,Pumpers Wear Parts (Bm64),1200,Benchmark 64;,42000,4/16/2026 3:50:00 PM,1125032,Fine Wine,2,3,58,59.5,62,3,Filly,AUS,15153,G Portelli,Warwick Farm,17287,Mitch Stapleford,1.5,True,9.5,5541x19             ,25,25,8,2,63850,False,,0,9758352,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0.9409108523839068,-13.382744788679307,10.807291666666,498,4608,1.0469785697732634,-4.7276728976208275,12.048192771084,120,996,2.6767082030907647,140.0991625500224,21.428571428571,3,14,0.9794691260309436,-12.070117459538832,7,7,100,1.0440362976772544,-9.736728218524592,9,9,100,2.6767082030907647,140.0991625500224,21.428571428571,3,14
2026-04-16,238801,Wyong,NSW,,1336873,6,Pumpers Wear Parts (Bm64),1200,Benchmark 64;,42000,4/16/2026 3:50:00 PM,993987,Shoutaboutit,8,6,54,57,56,4,Mare,AUS,23882,Ms K Buchanan,Wyong,17369,Shannen Llewellyn,3,True,10,7x4230x3x3813       ,10,50,20,2,91050,False,,0,9758358,4,0,1,1,5,1,0,2,3,0,0,1,14,1,0,6,4,1,0,0,2,0,1,1,6,0,0,3,5,1,1,0,1.0370032374950053,-7.196871492913484,12.324093816631,289,2345,1.15301088921167,4.576754938175155,12.573099415204,129,1026,1.9983429987474635,74.42702480518356,22.222222222222,4,18,1.0010373841097848,-15.531775260855941,10,10,100,1.925454861544285,63.27914774205408,17,17,100,1.9983429987474635,74.42702480518356,22.222222222222,4,18
2026-04-16,238801,Wyong,NSW,,1336873,6,Pumpers Wear Parts (Bm64),1200,Benchmark 64;,42000,4/16/2026 3:50:00 PM,997024,All Too Wild,7,7,55,57,56,4,Mare,AUS,8470,T J Bartley,Wyong,17435,Siena Grima,2,True,7,91224x60567         ,9.09,36.36,22,2,93325,False,Ear muffs first time. Ear muffs (pre-race only) off first time. Norton bit first time. ,0,9758357,3,0,1,0,8,1,2,0,1,0,0,0,15,1,3,1,6,1,1,0,1,0,1,0,3,0,1,0,3,0,1,0,1.0110948982276207,-8.704300076846842,10.721649484536,208,1940,1.0111283385686074,-9.51956142696031,9.513590844062,133,1398,4.433876593103955,302.87226001511715,25,1,4,0.9607518878579026,-17.26845312246125,11,11,100,0.725907551025723,-38.429517819246,7,7,100,4.433876593103955,302.87226001511715,25,1,4
2026-04-16,238801,Wyong,NSW,,1336871,4,Totally Workwear Central Coast Super Mdn Hcp,1100,Maiden;,60000,4/16/2026 2:35:00 PM,1130639,Glamour Magic,6,3,58.5,58.5,,3,Filly,NZ,22477,Joseph Pride,Warwick Farm,12491,Jay Ford,0,False,41,,0,50,2,0,6650,False,,0,9758336,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.0593621229258365,-5.556956983047703,14.676889375684,804,5478,0.9732450050263698,-10.19034781113686,9.231707317073,757,8200,0.9766658405870943,-10.983174122885705,11.959654178674,83,694,0.8539743099210543,-17.822265327452044,11,11,100,0.4356903494934005,-62.07137299764272,4,4,100,0.5129251859390119,-46.89397553781748,6,6,100
2026-04-16,238801,Wyong,NSW,,1336871,4,Totally Workwear Central Coast Super Mdn Hcp,1100,Maiden;,60000,4/16/2026 2:35:00 PM,1121819,Mimi's,8,4,57.5,57.5,0,3,Filly,AUS,26871,G Waterhouse & A Bott,Randwick,14054,Adam Hyeronimus,0,False,10,5x5                 ,0,25,4,0,14200,False,,0,9758338,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1.068948923570168,-4.839003024855181,18.225119077463,1454,7978,1.0781929742161382,-2.50209623668323,13.888039155705,454,3269,1.1112711228899446,-0.5710579423704625,19.319562575941,159,823,0.9606556453966064,-16.920445526464235,16,16,100,0.8255444671100595,-32.162822394249716,11,11,100,1.2069709040221908,-2.301049350516868,21,21,100
2026-04-16,238801,Wyong,NSW,,1336871,4,Totally Workwear Central Coast Super Mdn Hcp,1100,Maiden;,60000,4/16/2026 2:35:00 PM,1124782,Ho Aloha,7,6,57.5,57.5,0,3,Filly,AUS,24761,David Pfieffer,Warwick Farm,14123,Jason Collett,0,False,10,7x43822x5           ,0,44.44,9,0,32775,False,Blinkers first time. Winkers off first time. ,0,9758337,1,0,0,0,1,0,0,0,0,0,0,0,6,0,2,2,2,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,1.0576756220834445,-6.427077594774061,13.367306938455,341,2551,1.0340542030317146,-6.855609618597597,13.335610978248,1171,8781,1.1279417139312802,-1.6992506274150345,14.948453608247,29,194,1.0520063525769503,-3.736035326307749,19,19,100,0.7055029203748308,-37.095919768935964,9,9,100,1.0891228107817437,-6.007082539196827,16,16,100
2026-04-16,238801,Wyong,NSW,,1336871,4,Totally Workwear Central Coast Super Mdn Hcp,1100,Maiden;,60000,4/16/2026 2:35:00 PM,1104565,Zsa Zsa,10,1,57.5,57.5,0,4,Mare,AUS,28162,Sara Ryan,Wyong,14714,Alysha Collett,0,False,51,0x38x50x            ,0,14.29,7,0,15450,False,Ear muffs (pre-race only) first time. Tongue tie first time. ,0,9758340,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,1.0177063303149794,-11.243614081040691,12.427184466019,64,515,0.9673993584033801,-12.213044363576778,10.383275261324,745,7175,1.8069867472779235,71.5748750141284,18.181818181818,2,11,0.7448819314782161,-31.13258911806107,9,9,100,0.8689708723054121,-18.20088556961349,9,9,100,1.8069867472779235,71.5748750141284,18.181818181818,2,11
